WKT,ID,Use_Cat,Cons_Frame
POINT (433105.35908857256 8448526.013316238),10531,Outbuilding,Masonry
POINT (433230.9867107171 8448570.088791206),7840,Outbuilding,Masonry
POINT (433115.2185423571 8448451.509584015),12677,Residential,Masonry
POINT (433071.13705392985 8448575.402694156),11571,Outbuilding,Masonry
POINT (433074.9475242628 8448426.662864462),9336,Residential,Masonry
POINT (433116.5894274471 8448518.532060958),76,Residential,Masonry
POINT (433241.6800999146 8448556.748638358),10450,Residential,Masonry
POINT (433099.46452032065 8448420.946877273),7536,Residential,Masonry
POINT (433236.74189878383 8448463.73556483),9001,Outbuilding,Masonry
POINT (433159.77112987824 8448415.70788397),4014,Residential,Masonry
POINT (433071.48042855255 8448402.87026824),3919,Residential,Masonry
POINT (433104.76039508934 8448505.178096743),19080,Outbuilding,Masonry
POINT (433058.61677455856 8448398.359899914),10972,Residential,Masonry
POINT (433150.6817985456 8448339.353769757),10861,Residential,Masonry
POINT (433165.9444027414 8448361.726014663),102,Residential,Masonry
POINT (433146.019692424 8448354.041358996),7185,Residential,Masonry
POINT (432952.1853105227 8448277.857593605),15878,Residential,Masonry
POINT (433224.61421361665 8448373.29007847),17416,Outbuilding,Masonry
POINT (432951.32755346864 8448321.84768352),8302,Outbuilding,Masonry
POINT (433119.9095301668 8448349.759415187),16606,Residential,Masonry
POINT (433114.875159351 8448362.870097434),9885,Residential,Masonry
POINT (433219.1454473074 8448386.091202179),13271,Residential,Masonry
POINT (433075.8032561947 8448360.240619969),18200,Residential,Masonry
POINT (433151.56563532806 8448372.257736169),6705,Outbuilding,Masonry
POINT (432932.3967828037 8448255.945002828),12386,Residential,Masonry
POINT (432948.6628787781 8448305.686725816),5398,Residential,Masonry
POINT (432928.4875201684 8448241.711319894),19371,Outbuilding,Masonry
POINT (432936.2659759455 8448285.947906464),13752,Outbuilding,Masonry
POINT (433078.43062733184 8448351.323983999),8046,Outbuilding,Masonry
POINT (433207.18180854304 8448399.336240169),16623,Outbuilding,Masonry
POINT (433261.3419485573 8448510.000564622),14737,Residential,Masonry
POINT (433290.7287872833 8448439.074241651),19807,Residential,Masonry
POINT (432984.8888696853 8448313.274456717),14064,Residential,Masonry
POINT (433169.3198429392 8448393.209544891),6833,Residential,Masonry
POINT (432820.0265882082 8448457.16867038),8559,Outbuilding,Masonry
POINT (433353.824102826 8448430.315059412),8413,Residential,Masonry
POINT (433222.0150077919 8448360.314171998),6956,Residential,Masonry
POINT (435123.0548897077 8447719.762225498),8738,Residential,Masonry
POINT (435145.4313914827 8447706.427611075),13403,Residential,Masonry
POINT (434995.84938104654 8447657.713398289),13191,Residential,Masonry
POINT (435014.66751994676 8447650.816551013),12260,Outbuilding,Masonry
POINT (434992.8911312483 8447648.167228686),3657,Outbuilding,Timber
POINT (435073.9786783529 8447651.657239912),19833,Residential,Masonry
POINT (435117.5988627758 8447667.458410861),11827,Residential,Masonry
POINT (435148.7590229682 8447670.532308776),5263,Residential,Masonry
POINT (435170.6629562645 8447655.568416458),7012,Outbuilding,Timber
POINT (435026.4570522673 8447786.306701807),7686,Education,Masonry
POINT (434848.06307892496 8447785.504136426),4970,Tourist Fale,Timber
POINT (434844.38638987625 8447817.440536913),1174,Residential,Masonry
POINT (434913.4620082508 8447843.760808665),8064,Residential,Masonry
POINT (435241.94861572067 8447780.237702116),8355,Outbuilding,Masonry
POINT (435061.07136528415 8447656.058256358),7290,Outbuilding,Masonry
POINT (435052.6271760053 8447822.292238785),9154,Outbuilding,Masonry
POINT (435027.7729149704 8447844.994100388),13959,Residential,Masonry
POINT (435096.60798100394 8447870.56226392),13826,Outbuilding,Masonry
POINT (435159.98036718555 8447719.198319847),6187,Residential,Masonry
POINT (435157.064863911 8447761.76638004),6149,Residential,Masonry
POINT (435176.19153293996 8447725.264095288),4214,Fale,Masonry
POINT (435178.60510772385 8447731.750926582),10093,Outbuilding,Masonry
POINT (435172.36610984214 8447737.625311414),12609,Outbuilding,Masonry
POINT (435234.7536893787 8447761.446566435),13728,Residential,Masonry
POINT (435247.8579750156 8447772.431426326),8542,Outbuilding,Masonry
POINT (435787.1156954208 8447453.476086207),10077,Hotel,Masonry
POINT (436031.7611476752 8447959.244754082),17978,,
POINT (436041.9863030772 8447948.376165215),13922,,
POINT (435852.94290386245 8447908.047992544),18276,,
POINT (437220.77227789094 8448238.888762686),14352,,
POINT (436005.4153022569 8447936.235397184),1376,,
POINT (437198.489009928 8448241.759307725),18543,,
POINT (436039.64226849464 8447907.838179322),9624,,
POINT (437216.48695578944 8448257.47898882),16731,,
POINT (436057.38612409274 8447899.24555717),1980,,
POINT (436985.3009281025 8448220.337095348),10526,,
POINT (436543.1929780341 8447974.650334762),15622,,
POINT (436906.16137401864 8448203.161142416),16157,,
POINT (436874.93036178645 8448195.908118045),3139,,
POINT (436887.39133016265 8448195.867344989),5554,,
POINT (436536.1346132754 8447953.5107792),12869,,
POINT (436888.3733375988 8448207.716609852),16368,,
POINT (437479.335559328 8448245.214246986),6534,,
POINT (436621.38818183326 8448056.214095607),17557,,
POINT (437507.11950072134 8448247.34794507),9013,,
POINT (436625.5273929089 8448033.031306192),10468,,
POINT (436695.15009087423 8448124.615363728),7552,,
POINT (436362.28292792663 8447950.874454405),12632,,
POINT (436366.4136985333 8447996.460195726),7420,,
POINT (436382.8116242148 8447969.07820656),18760,,
POINT (437336.76726177987 8448260.720452186),16294,,
POINT (437352.9514729533 8448279.5916854),2505,,
POINT (437061.9995209275 8447761.745757632),6601,,
POINT (437155.69928104687 8447975.870927073),15153,,
POINT (437212.0300173367 8448190.003193269),2575,,
POINT (437123.7655021249 8448086.899565445),881,,
POINT (437170.16612884187 8447886.643392773),3680,,
POINT (437077.2403288509 8447777.156930096),19907,,
POINT (436950.32571799523 8447309.674640259),17797,,
POINT (437205.32999334304 8448063.52334937),3846,,
POINT (437309.0827683697 8448185.398476323),13574,,
POINT (436984.53430660645 8447356.278498981),14694,,
POINT (437158.35723655636 8448178.667610977),1807,,
POINT (437030.20178476843 8447935.980216904),18939,,
POINT (426773.56358644814 8448237.81927889),8528,Residential,Masonry
POINT (425993.99760940135 8448845.209855748),9651,Outbuilding,Masonry
POINT (426004.24081084016 8448812.952639846),18574,Residential,Masonry
POINT (426855.0773699002 8448345.98721044),16613,Residential,Masonry
POINT (426007.8077727689 8448824.68160753),6272,Residential,Masonry
POINT (426690.2908234042 8448196.756675608),1567,Outbuilding,Masonry
POINT (426152.55885983445 8448771.39362773),1032,Outbuilding,Masonry
POINT (426281.06639408023 8448708.598479575),12486,Residential,Masonry
POINT (426867.6392806597 8448338.820970863),9294,Residential,Masonry
POINT (426544.42421386193 8448615.163199706),7306,Residential,Masonry
POINT (426714.5292567025 8448204.395881556),2400,Residential,Masonry
POINT (426164.7933232845 8448776.598513227),9135,Outbuilding,Masonry
POINT (426584.16235032695 8448616.689967493),2603,Residential,Masonry
POINT (426153.8193251688 8448781.602324951),17247,Residential,Masonry
POINT (426163.9718154163 8448762.305459352),9050,Residential,Masonry
POINT (426733.0125798693 8448439.372947315),12139,Residential,Masonry
POINT (426745.2725572709 8448444.260082124),12823,Outbuilding,Timber
POINT (426380.3675072538 8448278.214433622),9784,Residential,Masonry
POINT (426743.4066019885 8448453.966671752),8227,Outbuilding,Timber
POINT (426789.53946282313 8448484.918877678),6648,Residential,Masonry
POINT (426622.9422058675 8448186.966586163),17592,Residential,Masonry
POINT (426715.9829817229 8448255.005553193),19808,Outbuilding,Timber
POINT (426673.70049443026 8448404.257662626),2877,Outbuilding,Timber
POINT (426666.58754938334 8448395.966713449),17965,Residential,Masonry
POINT (426665.2934125114 8448407.715277405),10962,Outbuilding,Timber
POINT (426657.34590084956 8448412.078583797),1649,Outbuilding,Timber
POINT (426291.3092857923 8448303.10854429),5415,Residential,Masonry
POINT (426204.04406667495 8448334.15005245),2494,Residential,Masonry
POINT (426231.53750168224 8448326.656274252),17878,Residential,Masonry
POINT (426156.6736212651 8448294.405968472),10047,Residential,Masonry
POINT (426123.7050541643 8448365.965425082),2385,Fale,Timber
POINT (426107.36859927454 8448350.952328686),3786,Fale,Timber
POINT (425916.9988922283 8448624.44017709),8780,Residential,Masonry
POINT (425937.9375702805 8448603.688875578),1555,Residential,Timber
POINT (426096.7963663029 8448472.066623963),2814,Outbuilding,Timber
POINT (426048.44195102295 8448589.743410408),2598,Outbuilding,Timber
POINT (425922.14621888706 8448645.863496376),14001,Fale,Timber
POINT (426153.121674411 8448628.982649771),13102,Residential,Masonry
POINT (426146.975894939 8448614.906130234),4470,Residential,Masonry
POINT (426080.20064039296 8448484.750620125),9497,Residential,Masonry
POINT (426057.68267473334 8448573.199819356),16874,Residential,Masonry
POINT (425944.2566531005 8448648.54143913),4534,Residential,Masonry
POINT (425977.36718521855 8448642.720202092),14276,Residential,Masonry
POINT (426633.8000728146 8448213.277067736),13929,Residential,Masonry
POINT (426591.31938860286 8448184.246572284),14303,Residential,Masonry
POINT (426638.3091189748 8448117.416799951),17520,Religious,Reinforced_Concrete
POINT (426705.4610788176 8448253.5764297),1821,Residential,Masonry
POINT (426688.0852436008 8448264.811017677),14606,Residential,Masonry
POINT (426732.24437211413 8448308.783178674),14073,Residential,Timber
POINT (426762.32346983755 8448329.413030019),4572,Outbuilding,Timber
POINT (426782.5820248936 8448397.798861999),8201,Residential,Masonry
POINT (426788.04903042316 8448384.946417708),12656,Outbuilding,Timber
POINT (426667.8405085888 8448477.233360264),9263,Outbuilding,Masonry
POINT (426680.67946859845 8448467.832256028),18708,Residential,Masonry
POINT (426684.1423037642 8448483.294227535),16362,Residential,Masonry
POINT (426657.3644323468 8448179.254468752),11176,Community,Masonry
POINT (426244.56194080383 8448679.403608356),11866,Outbuilding,Masonry
POINT (426266.13427931484 8448673.58717101),6934,Outbuilding,Masonry
POINT (426233.4721888479 8448670.154444505),13651,Residential,Masonry
POINT (426678.6719882476 8448390.867288787),12685,Residential,Masonry
POINT (426689.9841916898 8448171.627624337),107,Residential,Masonry
POINT (425992.10627051647 8448397.183052948),18740,Outbuilding,Masonry
POINT (425972.23691208236 8448372.506341875),2459,Residential,Masonry
POINT (426127.6883480724 8448696.684707893),19389,Outbuilding,Masonry
POINT (433247.79366619117 8448367.070531726),16894,Residential,Masonry
POINT (433082.3771901337 8448255.063471137),4689,Residential,Timber
POINT (433244.7799682721 8448397.128786812),659,Outbuilding,Timber
POINT (433032.8539379157 8448286.742915334),304,Community,Masonry
POINT (433155.60244303016 8448302.825334404),10511,Residential,Masonry
POINT (433288.60441459465 8448419.800466437),19469,Outbuilding,Masonry
POINT (432902.30316770275 8448220.023678264),19950,Outbuilding,Masonry
POINT (432927.2521273735 8448226.626771038),13938,Residential,Masonry
POINT (432905.9572710181 8448238.506102439),12827,Outbuilding,Masonry
POINT (433284.1662582255 8448418.97975308),18891,Outbuilding,Masonry
POINT (433339.8984557088 8448444.179090774),17268,Outbuilding,Masonry
POINT (433340.8335784895 8448437.952413471),5615,Outbuilding,Masonry
POINT (433088.3270185457 8448320.483793946),5236,Residential,Masonry
POINT (433185.63453562924 8448276.662240775),10885,Outbuilding,Masonry
POINT (433186.92547123786 8448264.57015365),2109,Outbuilding,Masonry
POINT (433113.153234129 8448294.13485296),14434,Outbuilding,Masonry
POINT (433126.7857516846 8448332.859002696),7956,Residential,Masonry
POINT (432911.43751157407 8448234.718956849),6863,Outbuilding,Masonry
POINT (432910.75425587076 8448214.244206235),10913,Outbuilding,Masonry
POINT (432822.20404573943 8448418.384455834),6475,Outbuilding,Masonry
POINT (432996.9878675562 8448330.900604704),4503,Residential,Masonry
POINT (433010.81616652745 8448351.440271296),1690,Outbuilding,Masonry
POINT (433016.6846617846 8448355.703124058),8576,Fale,Masonry
POINT (433034.6866752931 8448357.477237634),18049,Fale,Masonry
POINT (433065.0973139203 8448357.614390943),19818,Fale,Masonry
POINT (433138.2235197714 8448409.40704959),8039,Residential,Masonry
POINT (433159.0463084504 8448371.698684452),6697,Outbuilding,Masonry
POINT (433199.2325058653 8448362.409750853),5636,Outbuilding,Masonry
POINT (433197.94997696707 8448376.33596101),7963,Outbuilding,Masonry
POINT (433283.14870615944 8448490.010034494),4029,Residential,Masonry
POINT (433350.23134016956 8448474.164692668),18378,Residential,Masonry
POINT (433253.8078736688 8448563.905640448),17588,Residential,Masonry
POINT (433275.4439271694 8448518.04949278),13212,Outbuilding,Masonry
POINT (433267.94108162634 8448514.189175554),1833,Outbuilding,Masonry
POINT (433264.85212719435 8448520.093231983),155,Outbuilding,Masonry
POINT (433743.27701933985 8450993.640533034),6797,,
POINT (433330.8420718805 8449976.310669001),7070,,
POINT (433424.37285439105 8449696.156930596),9339,,
POINT (433312.2691809589 8450048.716949772),3086,,
POINT (433261.14445238543 8450062.33118967),13186,,
POINT (433424.8161725072 8449939.255965441),12888,,
POINT (433253.4545219939 8450062.78115032),16949,,
POINT (433287.9712035307 8449908.42161349),7081,,
POINT (433433.2004541636 8449899.244617375),260,,
POINT (433314.23646830546 8449884.638962232),9691,,
POINT (433444.2810280852 8449844.973612353),17261,,
POINT (433318.8399565861 8449914.419427427),5200,,
POINT (433455.1012156432 8449852.521791559),10859,,
POINT (433426.1520249821 8449802.491585452),17279,,
POINT (433278.48629323056 8450205.345756352),16639,,
POINT (433267.6807194605 8450204.468511134),17994,,
POINT (433314.5587819235 8449978.914576637),13908,,
POINT (433267.63007014367 8450312.031411568),5781,,
POINT (433389.53941921017 8449995.127484856),4583,,
POINT (433372.12572070846 8449838.10510332),11842,,
POINT (433311.8999633198 8449954.159579765),6081,,
POINT (433301.46924242424 8449918.908732165),4588,,
POINT (433324.7606276695 8449892.60764437),9310,,
POINT (433419.31840716396 8449910.847946692),9823,,
POINT (433354.82581385877 8449827.901191417),10198,,
POINT (433310.0686784236 8449970.091317272),7958,,
POINT (433311.7557392923 8449936.327112187),6137,,
POINT (433433.7681804342 8449888.584096977),18823,,
POINT (433265.36029723374 8450300.017178146),15608,,
POINT (424261.1965592708 8449347.498551114),1557,Residential,Masonry
POINT (424270.4393333622 8449330.048439672),1558,Outbuilding,Masonry
POINT (424126.18073462916 8449320.56170892),1559,Residential,Masonry
POINT (424143.9153850688 8449330.3091788),1560,Fale,Masonry
POINT (424148.5283577762 8449314.338396236),1561,Outbuilding,Masonry
POINT (424137.8345212162 8449305.651302919),1562,Outbuilding,Masonry
POINT (423848.03182729485 8449303.391393786),1563,Residential,Masonry
POINT (423782.2456077747 8449301.131759185),1564,Outbuilding,Masonry
POINT (423731.8256130529 8449279.360211514),1565,Outbuilding,Masonry
POINT (423523.13102351275 8449293.201304734),1566,Outbuilding,Masonry
POINT (423517.2374841981 8449309.857805032),1567,Residential,Masonry
POINT (423481.29999873514 8449346.695827674),1568,Residential,Masonry
POINT (423478.5950306569 8449327.313237024),1569,Outbuilding,Masonry
POINT (423416.3746766882 8449391.677529905),1570,Religious,Masonry
POINT (423408.77590413735 8449317.531389084),1571,Outbuilding,Masonry
POINT (423366.5247978798 8449387.762222586),1572,Outbuilding,Masonry
POINT (423370.8635542372 8449376.107132867),1573,Outbuilding,Masonry
POINT (423372.6756846674 8449408.907818627),1574,Residential,Masonry
POINT (423387.9802409499 8449442.340209393),1575,Residential,Masonry
POINT (423373.68816410203 8449454.88310943),1576,Residential,Masonry
POINT (423350.22350120306 8449457.867097743),1577,Residential,Masonry
POINT (423335.30647882365 8449468.466208937),1578,Residential,Masonry
POINT (423283.32712578133 8449502.95101339),1579,Residential,Masonry
POINT (423274.56915188866 8449484.011139141),1580,Outbuilding,Masonry
POINT (423256.9429031216 8449494.683152454),1581,Outbuilding,Masonry
